lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59
163	Activate UB04/837I Claim Support		Activar soporte de reclamación UB04/837I	Activar soporte de reclamación UB04/837I	Aktivieren Sie UB04 / 837I Claim Support	Activeer UB04/8371 claim ondersteuning													Ativar UB04/837I Solicitar suporte	Ativar UB04/837I Solicitar suporte	Ativar UB04/837I Solicitar suporte								Activare Suport UB04/837l	Kích hoạt Hỗ trợ Yêu cầu UB04/837I				Активація підтримки заявок UB04 / 837I			فعال کردن حمایت از ادعای UB04 / 837I												UB04 / 837I Нэхэмжлэлийн дэмжлэгийг идэвхжүүлнэ үү										dummy
164	Activates custom work flow logic																																																										dummy
165	Active	Aktiva	Activo	Activo	Aktiv	Actief	פעיל	Effective	Effective	Aktiv	起始治疗	活躍	Активный	Ակտիվ		Aktif	Ενεργό		Activo	Ativo	Activo	تنبيه نشط	Aktiv	Aktif	Aktywny		Attivo	सक्रिय	Activa	Có hiệu lực		Aktiv	Aktivní	Активний		Aktiivne	فعال			有効	Päällä						सक्रिय	Kacsan	Идэвхтэй	सक्रिय									dummy
166	Active - By default any value added here will be set to Active, to prevent/remove an item from showing up in the drop-down list just uncheck and deactivate				Aktiv - Standardmäßig ist jeder hier hinzugefügte Wert auf Aktiv gesetzt, um zu verhindern, dass ein Element in der Dropdown-Liste angezeigt wird, deaktivieren Sie es einfach														Ativo - Por padrão, qualquer valor adicionado aqui será definido como Ativo, para evitar/remover um item que apareça na lista suspensa apenas desmarque e desative	Ativo - Por padrão, qualquer valor adicionado aqui será definido como Ativo, para evitar/remover um item que apareça na lista suspensa apenas desmarque e desative	Ativo - Por padrão, qualquer valor adicionado aqui será definido como Ativo, para evitar/remover um item que apareça na lista suspensa apenas desmarque e desative								Activ - În mod implicit, orice valoare adăugată aici va fi setată la Activ, pentru a preveni/elimina un element să apară în lista derulantă, doar debifați și dezactivați	Có hiệu lực - Mặc định bất kỳ giá trị nào được thêm vào đây cũng sẽ được đặt là Có hiệu lực, chỉ cần bỏ chọn để tránh mục dữ liệu xuất hiện trong danh sách xổ xuống 				Active - за замовчуванням будь-яке додане тут значення буде встановлено в Active, щоб запобігти/видалити елемент зі списку, просто зніміть прапорець і деактивуйте			فعال - به طور پیش فرض هر مقدار افزوده به اینجا به حالت فعال درخواهد آمد، برای جلوگیری از نمایش یا حذف یک آیتم از لیست کشویی تیک را بردارید و غیر فعال کنید																						dummy
167	Active Alert	Aktiv påminnelse	Alerta Activa	Alerta Activa	Aktiver Alarm	Actief alarm	התראה פעילה	Alerte Active	Alerte Active		起始治疗提示	活躍戒備	Активное извещение	Ակտիվ ծանուցում		Pemberitahuan Aktif	Επιθετική Ειδοποίηση		Alerta Ativo	Alerta Ativo	Alerta Ativo	تنبيه فعال	Aktiv alarm	Etkin Uyarı	Alarm aktywny		Allarme attivo	सक्रिय चेतावनी	Alerta activa	Cảnh báo Có hiệu lực		Lajmerim aktiv	Aktivní upozornění	Активна тривога		Aktiivne hoiatus	هشدار فعال			有効なアラート	Aktiivinen muistutus						सक्रिय अॅलर्ट	Digtoon Kacsan	Идэвхтэй анхааруулга	सक्रिय चेतावनी									dummy
168	Active Alert - that presents as a pop-up notification when a patient's chart is entered				Aktive Warnung - Dies wird als Popup-Benachrichtigung angezeigt, wenn eine Patientenkarte eingegeben wird												Επιθετική Ειδοποίηση - που εμφανίζεται σαν αναδυόμενη ειδοποίηση κατά την προσπέλαση του φακέλου του ασθενούς			Active Alert - que se apresenta como uma notificação pop-up quando o gráfico do paciente é inserido									Alertă activă - care se prezintă ca o notificare pop-up când este introdusă fișa unui pacient	Cảnh báo Có hiệu lực - thể hiện như một thông báo hiện lên khi nhập vào một biểu đồ của bệnh nhân 				Активне сповіщення-це спливаюче повідомлення при введенні карти пацієнта.			هشدار فعال - که وقتی چارت یک بیمار وارد شود به صورت یک پاپ آپ نمایش داده میشود												Идэвхтэй анхааруулга - энэ нь өвчтөний диаграмыг оруулах үед попап мэдэгдэл өгдөг										dummy
169	Active Alert Rules	Regler för aktiv påminnelse	Reglas de Alerta Activa	Reglas de Alerta Activa	Regeln für aktiven Alarm	Regels voor actief alarm	כללי התראה פעילה	Règles d\'Alerte Actives	Règles d\'Alerte Actives		起始治疗提示规则	主動警示規則	Правила активных извещений	Ակտիվ ծանուցման կանոններ		Peraturan Pemberitahuan Aktif	Κανόνες Επιθετικής Ειδοποίησης		Regras de Alerta Ativas	Regras de Alerta Ativo	Regras de Alerta Ativas	قواعد التنبيه الفعال	Regler for aktiv alarm	Etkin Uyarı Kralları	Aktywne zasady alarmowania		Regole di attivazione allarme	सक्रिय चेतावनी नियम	Reguli alerta activa	Các luật Cảnh báo Có hiệu lực		Rregulla lajmerimi aktiv	Pravidla pro aktivní upozornění	Правила активного оповіщення		Aktiivsete hoiatuste reeglid	قواعد هشدار فعال			有効なアラートルール	Aktiivisen muistutuksen säännöt						सक्रिय अॅलर्ट नियम	Xeerarkeeda Digtoonta Kacsan	Сэрэмжлүүлгийн идэвхтэй журам	सक्रिय चेतावनी नियम									dummy
170	Active Alerts/Reminders	Aktiva påminnelser	Alertas activas/Recordatorios	Alertas activas/recordatorios	Aktive Alarme/Erinnerungen	Actieve Alertering/Herinneringen	התראות/תזכורות פעילות	Alertes Actives/Rappels	Alertes Actives/Rappels		起始治疗提示	活耀戒備/提示	Активные извещения/ напоминания	Ակտիվ ծանուցումներ/հիշեցումներ		Pemberitahuan/Pengingat Aktif	Επιθετικές Ειδοποιήσεις/Υπενθυμίσεις		Alertas/Lembranças Ativas	Alertas Ativos/Lembretes	Alertas/Lembranças Ativas	تنبيهات/تذكيرات فعالة	Aktive alarmer/påmindelser	Etkin Uyarılar/Anımsatıcılar	Aktywne alarmy/przypomnienia		Promemoria/Allarme attivi	सक्रिय चेतावनियाँ / अनुस्मारक	Alerte/Mementouri active	Cảnh báo / Nhắc nhở Có hiệu lực		Lajmerime/kujtese aktive	Aktivní upozornění/připomenutí	Активні сповіщення / нагадування		Aktiivsed hoiatused/meeldetuletused	هشدارها/یادآورهای فعال			有効なアラート/予告	Aktiivisia muistutuksia						सक्रिय सतर्कता / स्मरणपत्रे	Digtoonta Kacsan/Xusuusteeda	Идэвхтэй анхааруулга / сануулга	सक्रिय चेतावनियाँ / अनुस्मारक									dummy
171	Active Chart		Gráfica activa	Gráfica Activa	Aktive Grafik	Actieve kaart		Graphe actif	Dossier actif							Grafik Aktif	Ενεργός Φάκελος		Ativar Gráfico	Gráfico Ativo	Ativar Gráfico			Aktif Çizelge	Aktywny wykres				Grafic activ	Biểu đồ Có hiệu lực				Активний графік			چارت فعال			有効チャート									Идэвхтэй график										dummy
172	Active Codes																																																										dummy
173	Active Directory - Domains Base				Active Directory - Domains Base	Actieve Directory -Domein basis													Diretório ativo - Base de Domínios	Diretório ativo - Base de Domínios	Diretório ativo - Base de Domínios				Aktywny Katalog - Baza Domen				Active Directory - Baza de domenii	Active Directory - Cơ sở Các Miền				Active Directory-База доменів			اکتیو دایرکتوری(شاخه فعال) - بر اساس دامنه												Active Directory - Домэйн бааз										dummy
174	Active Directory - Domains Controllers		Directorio Activo - Controladores de Dominio		Active Directory - Domain Controllers	Actieve Directory -Domein controlers													Diretório ativo - Controladores de Domínios	Diretório ativo - Controladores de Domínios	Diretório ativo - Controladores de Domínios				Aktywny Katalog - Kontrolerzy Domen				Active Directory - Controlere de domenii	Active Directory - Các Máy điều khiển Các miền				Active Directory-контролери доменів			اکتیو دایرکتوری(شاخه فعال) - کنترلر های دامنه												Идэвхтэй лавлах - Домэйн хянагч										dummy
175	Active Directory - Suffix Of Account		Directorio Activo - Sufijo de Cuenta		Active Directory - Suffix des Accounts	Actieve Directory -Extensie van de account													Diretório ativo - Sufixo da Conta	Diretório ativo - Sufixo da Conta	Diretório ativo - Sufixo da Conta				Aktywny Katalog - Przyrostek Konta				Active Directory - Sufix de cont	Active Directory - Hậu tố Của Tài khoản				Active Directory-Суфікс Облікового Запису			اکتیو دایرکتوری(شاخه فعال) - پسوند حساب												Идэвхтэй лавлах - дансны дагавар										dummy
176	Active Encounter	Aktivt besök	Visita Activa	Encuentro Activo	Ausgewählter Fall	Huidige bezoek	מפגש פעיל	Venue active	Rencontre active	Aktivt møte	起始治疗接触	積極接觸 活躍遭遇	Активированное обращение	Ակտիվ բախում		Konsultasi Hari Ini	Ενεργός Επίσκεψη		Consulta Atciva	Consulta Ativa	Consulta Atciva	الموعد الفعال	Aktiv aftale	Aktif görüşme	Aktywne Spotkanie		Incontro attivo	सक्रिय भेंट	Consultatii active	Lần khám Có hiệu lực		Takim aktiv	Aktivní vyšetření	Активна зустріч		Aktiivne Visiit	ویزیت فعال			有効な来院者	Aktiivinen käynti						सक्रिय आढळतात	Qaabilaada Kacsan	Идэвхтэй танилцуулга	सक्रिय भेंट									dummy
177	Active Issue Codes	Códigos de questões ativas	Códigos de problemas activos	Códigos de problemas activos	aktive Problemcodes	Actieve Issue Codes	קודי אבחנה פעילים	Codes de problèmes médicaux actifs	Code de problème médical activé					Ակտիվ խնդիրների խոդեր		Kode yang Aktif	Κωδικοί Ενεργών Θεμάτων 		Ativar Códigos de Problemas	Ativar Códigos de Problemas	Ativar Códigos de Problemas			Aktif Konu Kodları					Coduri probleme active	Mã Rắc rối Có hiệu lực		Shifrat e Problemeve Aktive		Активні Коди Випуску			شماره کدهای فعال			有効な問題コード								Sumadaha Xaalada Kacsan	Идэвхтэй дугаарууд										dummy
178	Active lists	Aktiva listor	Listas Activas	Listas Activas	Ausgewählte Liste	Actieve lijst	רשימות פעילות	Listes actives	Listes actives		起始治疗清单	活躍名單	Активные списки	Ակտիվ ցանկեր		Daftar Aktif	Ενεργές Λίστες		Listas activas	Listas ativas	Listas activas	القوائم الفعالة	Aktive lister	Aktif listeler	Aktywne listy		Elenchi attivi	सक्रिय सूचियाँ	Liste active	Danh sách có hiệu lực		Liste aktive	Aktivní seznam	Активні списки		Aktiivsed loendid	لیست های فعال			有効なリスト	Aktiiviset listat						सक्रिय याद्या	Tirsiga kuwa Kacsan	Идэвхтэй жагсаалт	सक्रिय सूचियाँ									dummy
179	Active Messages		Mensajes activos	Mensajes activos 	Ausgewählte Nachrichten	Actieve berichten	הודעות פעילות	Messages actifs								Pesan Aktif	Ενεργά Μηνύματα		Mensagens Activas	Mensagens Activas	Mensagens Activas				Aktywne Wiadomości				Mesaje Active	Thông điệp Có hiệu lực				Активні повідомлення			پیام های فعال												Идэвхтэй зурвасууд										dummy
